Gender,Age,University,Degree_level,Degree_major,Academic_year,CGPA,Residential_status,Sports_engagement,Average_sleep,Study_satisfaction,Academic_workload ,Academic_pressure,Financial_concerns,Social_relationships,Depression,Anxiety,Isolation,Stress_relief_activities
Male,20,KLS,Undergraduate,Computer Science,1st year,5.67,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.95,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,4th year,8.08,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,3rd year,7.71,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,2nd year,7.01,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,4th year,5.46,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,1st year,8.94,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,4th year,9,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,2nd year,7.55,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,4th year,8.64,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,1st year,6.24,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,2nd year,8.88,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.43,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,4th year,7.68,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,1st year,5.65,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,1st year,7.61,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.43,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,2nd year,8.26,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,2nd year,7.43,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,2nd year,7.45,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.05,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,2nd year,6.58,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,3rd year,5.55,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,2nd year,6.1,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.69,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,3rd year,7.55,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.13,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,7.97,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,2nd year,8.67,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,3rd year,8.99,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,4th year,8.65,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,4th year,7.7,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,3rd year,7.45,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,4th year,7.31,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,2nd year,7.93,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,1st year,7.77,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,6.81,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.61,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,1st year,5.3,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,3rd year,7.8,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.43,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,1st year,7.91,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.9,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,3rd year,6.51,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.87,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,1st year,5.31,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,3rd year,8.01,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,4th year,5.47,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.65,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,2nd year,6.65,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,1st year,5.56,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,4th year,8.12,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,3rd year,7.37,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,4th year,6.46,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.69,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,2nd year,6.83,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,3rd year,6.94,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,2nd year,8.11,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.08,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.31,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,2nd year,8.19,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.34,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,2nd year,7.77,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,1st year,8.67,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,1st year,7.72,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.85,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,3rd year,5.17,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,2nd year,7.39,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,1st year,5.12,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.3,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.59,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.95,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,2nd year,5.12,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,4th year,6.03,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,1st year,5.71,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,4th year,7.12,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,6.21,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,1st year,7.29,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,2nd year,8.07,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,4th year,6.06,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,3rd year,8.74,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,4th year,5.29,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,1st year,7.95,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,2nd year,8.33,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,1st year,7.21,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,3rd year,6.3,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,2nd year,6.12,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.16,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,2nd year,7.01,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.32,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.56,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,4th year,7.07,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.99,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,3rd year,7.03,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.83,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,1st year,8.4,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.21,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,2nd year,7.13,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.51,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.59,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,4th year,7.41,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,2nd year,6.04,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,8.33,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,5.77,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.26,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,3rd year,8.25,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.87,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.38,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,3rd year,8.11,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,4th year,6.59,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.43,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.19,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.11,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,4th year,8.23,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,4th year,6.76,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.98,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.79,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,1st year,6.26,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,4th year,6.6,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.24,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,4th year,8.59,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.53,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.64,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,2nd year,6.96,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,4th year,5.16,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.62,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,3rd year,6.59,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.64,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.81,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,3rd year,6.21,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.35,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.9,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.02,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.61,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,4th year,5.85,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,2nd year,8.74,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,1st year,7.92,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,1st year,7.58,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,1st year,5.55,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,4th year,8.71,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,1st year,7.46,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.09,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,3rd year,5.38,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,3rd year,5.57,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,2nd year,7.79,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,4th year,6.52,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,4th year,7.22,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.5,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.16,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,2nd year,8.98,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,4th year,5.85,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,3rd year,7,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.72,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.21,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,3rd year,6.47,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,7.33,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,2nd year,8.3,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,8.34,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,3rd year,8.07,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.31,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,1st year,8.06,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,4th year,8.1,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,2nd year,5.28,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,6.53,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.83,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,3rd year,5.83,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,6.42,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,4th year,7.7,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,3rd year,8.11,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.42,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,2nd year,8.1,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.68,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,1st year,8.67,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.88,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,4th year,7.09,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,1st year,7.9,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.6,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,3rd year,7.28,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,2nd year,5.91,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.34,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,2nd year,8.72,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.07,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,3rd year,8.88,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.04,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,4th year,8.95,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.94,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.76,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,8.99,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,4th year,5.57,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,4th year,5.37,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.47,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.71,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.16,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.09,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,2nd year,5.87,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,2nd year,6.22,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.08,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,3rd year,7.8,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,3rd year,8.27,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,4th year,8.61,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.59,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.71,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,3rd year,6,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,4th year,8.51,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.11,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.14,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,2nd year,5.53,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.84,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.23,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,1st year,8.32,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.12,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,1st year,5.58,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,3rd year,7.38,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.9,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,5.94,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,2nd year,7.95,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,3rd year,7.26,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.6,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,3rd year,8.28,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.6,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,7.56,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,3rd year,8.28,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,1st year,7.01,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.04,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,1st year,8.78,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.02,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,2nd year,7.96,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,4th year,7.92,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.13,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,4th year,7.81,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,3rd year,8.14,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,4th year,7.7,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,4th year,6.3,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.03,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,1st year,7.97,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,3rd year,8.57,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.57,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,2nd year,8.21,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,4th year,6.62,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,8.29,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,3rd year,8.73,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.72,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,4th year,6.6,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,4th year,7.34,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.91,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.74,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.23,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.99,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,3rd year,6.36,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.98,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,2nd year,7.31,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,1st year,5.74,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,2nd year,6.84,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.27,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.87,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,4th year,7.3,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,1st year,6.29,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,1st year,8.49,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,4th year,7.43,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,6.04,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.21,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,4th year,5.62,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,4th year,5.16,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,4th year,6.19,On-Campus,,,,,,,,,,,
